Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
1381,Mathis Lambourde,FRA,FW,Rennes,fr Ligue 1,18-112,2006,0.1,50.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.0,0.00,0.00,https://fbref.com/en/players/0da3d7ab/Mathis-Lambourde,0da3d7ab,Big 5 combined
1382,Érik Lamela,ARG,"FW,MF",Sevilla,es La Liga,32-057,1992,4.3,33.7,31.6,2.09,0.47,0.23,0.00,2.56,1.16,0.23,0.23,0.00,0.00,27.9,0.00,0.70,https://fbref.com/en/players/abe66106/Erik-Lamela,abe66106,Big 5 combined
1383,Mohamed Lamine Bayo,GUI,FW,Le Havre,fr Ligue 1,25-331,1998,15.2,20.0,18.3,1.64,0.00,0.20,0.13,0.53,0.00,0.00,0.00,0.00,0.00,13.0,0.07,0.92,https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo,01870104,Big 5 combined
1384,Didier Lamkel Zé,CMR,"FW,MF",Metz,fr Ligue 1,27-226,1996,6.1,30.7,29.0,1.48,0.82,0.00,0.98,2.13,0.16,0.33,0.16,0.00,0.00,22.3,0.16,0.82,https://fbref.com/en/players/b229aa13/Didier-Lamkel-Ze,b229aa13,Big 5 combined
1385,Tariq Lamptey,GHA,"DF,FW",Brighton,eng Premier League,23-213,2000,8.5,45.1,39.8,4.94,0.12,0.00,0.00,2.82,4.82,0.00,0.00,0.00,0.00,37.3,0.35,0.82,https://fbref.com/en/players/f4e433d4/Tariq-Lamptey,f4e433d4,Big 5 combined
1386,Bruno Langa,MOZ,DF,Almería,es La Liga,26-182,1997,6.1,46.4,36.6,9.84,1.64,0.00,0.33,1.48,8.20,0.00,0.00,0.00,0.00,35.7,0.00,1.64,https://fbref.com/en/players/72947847/Bruno-Langa,72947847,Big 5 combined
1387,Gianluca Lapadula,PER,FW,Cagliari,it Serie A,34-083,1990,10.2,13.0,11.4,1.57,0.10,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,9.22,0.10,0.39,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2ead2809,Big 5 combined
1388,Aymeric Laporte,ESP,DF,Manchester City,eng Premier League,29-339,1994,0.1,110.0,110.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.0,0.00,0.00,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,119b9a8e,Big 5 combined
1389,Julien Laporte,FRA,DF,Lorient,fr Ligue 1,30-178,1993,17.2,52.3,49.5,2.56,1.10,0.00,0.23,0.06,0.06,0.00,0.00,0.00,0.00,45.5,0.17,0.23,https://fbref.com/en/players/f066022d/Julien-Laporte,f066022d,Big 5 combined
1390,Cyle Larin,CAN,FW,Mallorca,es La Liga,29-013,1995,17.2,14.9,14.0,0.76,0.00,0.06,0.06,0.35,0.06,0.00,0.00,0.00,0.00,9.48,0.17,0.52,https://fbref.com/en/players/e7af9060/Cyle-Larin,e7af9060,Big 5 combined
1391,Yasser Larouci,ALG,DF,Sheffield Utd,eng Premier League,23-120,2001,5.3,31.9,29.4,2.26,0.00,0.00,0.00,1.13,2.26,0.00,0.00,0.00,0.00,22.3,0.19,2.64,https://fbref.com/en/players/0ed063d6/Yasser-Larouci,0ed063d6,Big 5 combined
1392,Hugo Larsson,SWE,MF,Eint Frankfurt,de Bundesliga,19-308,2004,20.4,45.0,44.0,0.88,0.69,0.00,0.10,0.39,0.20,0.00,0.00,0.00,0.00,38.8,0.10,0.64,https://fbref.com/en/players/00c9a283/Hugo-Larsson,00c9a283,Big 5 combined
1393,Jamaal Lascelles,ENG,DF,Newcastle Utd,eng Premier League,30-171,1993,12.0,64.5,63.7,0.67,0.50,0.00,0.25,0.08,0.17,0.00,0.00,0.00,0.00,55.8,0.17,0.42,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,450ab6fc,Big 5 combined
1394,Juanmi Latasa,ESP,FW,Getafe,es La Liga,23-038,2001,15.5,21.5,20.7,0.71,0.00,0.06,0.00,0.13,0.00,0.00,0.00,0.00,0.00,11.3,0.13,0.26,https://fbref.com/en/players/2bea832e/Juanmi-Latasa,2bea832e,Big 5 combined
1395,Toni Lato,ESP,DF,Mallorca,es La Liga,26-161,1997,15.1,44.3,34.3,9.87,0.13,0.07,0.07,2.78,9.74,0.00,0.00,0.00,0.00,33.0,0.13,1.52,https://fbref.com/en/players/8e088e04/Toni-Lato,8e088e04,Big 5 combined
1396,Armand Lauriente,FRA,FW,Sassuolo,it Serie A,25-148,1998,29.1,28.9,25.8,3.13,0.48,0.14,0.38,4.23,0.48,2.16,1.44,0.17,0.03,20.1,0.00,1.03,https://fbref.com/en/players/2d22cea7/Armand-Lauriente,2d22cea7,Big 5 combined
1397,Roméo Lavia,BEL,MF,Chelsea,eng Premier League,20-115,2004,0.4,67.5,67.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.0,0.00,5.00,https://fbref.com/en/players/ecad9aa5/Romeo-Lavia,ecad9aa5,Big 5 combined
1398,Lázaro,BRA,"FW,MF",Almería,es La Liga,22-049,2002,3.2,31.3,27.2,3.75,1.25,0.31,0.63,3.75,0.94,1.56,0.94,0.63,0.00,21.6,0.31,1.25,https://fbref.com/en/players/86ff856b/Lazaro,86ff856b,Big 5 combined
1399,Valentino Lazaro,AUT,"DF,MF",Torino,it Serie A,28-037,1996,21.3,49.2,39.3,9.62,0.70,0.05,0.14,5.63,6.48,2.44,1.74,0.52,0.00,37.4,0.28,0.94,https://fbref.com/en/players/016ff750/Valentino-Lazaro,016ff750,Big 5 combined
1400,Darko Lazović,SRB,"FW,MF",Hellas Verona,it Serie A,33-228,1990,18.2,30.6,26.4,4.12,0.77,0.05,0.16,3.90,2.20,1.10,0.49,0.55,0.00,19.8,0.11,1.59,https://fbref.com/en/players/5128bde4/Darko-Lazovic,5128bde4,Big 5 combined
1401,Manuel Lazzari,ITA,DF,Lazio,it Serie A,30-153,1993,17.3,53.1,44.9,8.21,0.64,0.00,0.12,3.01,7.57,0.00,0.00,0.00,0.00,45.0,0.00,1.45,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari,02caf6e0,Big 5 combined
1402,Théo Le Bris,FRA,"DF,MF",Lorient,fr Ligue 1,21-212,2002,16.8,40.5,35.8,4.46,0.12,0.00,0.06,1.96,4.05,0.18,0.12,0.00,0.00,31.6,0.18,0.95,https://fbref.com/en/players/afe39ca8/Theo-Le-Bris,afe39ca8,Big 5 combined
1403,Julien Le Cardinal,FRA,DF,Brest,fr Ligue 1,26-271,1997,5.3,48.7,46.4,2.08,0.94,0.00,0.57,0.94,1.13,0.00,0.00,0.00,0.00,40.0,0.19,0.57,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1404,Julien Le Cardinal,FRA,DF,Lens,fr Ligue 1,26-271,1997,0.6,53.3,45.0,8.33,1.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,38.3,0.00,1.67,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1405,Jérémy Le Douaron,FRA,FW,Brest,fr Ligue 1,26-009,1998,16.9,21.7,21.5,0.12,0.06,0.06,0.18,2.43,0.06,0.00,0.00,0.00,0.00,14.1,0.00,1.24,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron,88c4d190,Big 5 combined
1406,Enzo Le Fée,FRA,MF,Rennes,fr Ligue 1,24-087,2000,14.9,58.6,55.9,2.68,1.54,0.27,0.67,1.48,0.40,0.67,0.20,0.34,0.00,50.3,0.00,0.74,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee,6f806d99,Big 5 combined
1407,Vincent Le Goff,FRA,"DF,MF",Lorient,fr Ligue 1,34-198,1989,6.0,53.7,46.7,6.67,0.50,0.17,0.00,3.00,5.67,0.50,0.17,0.33,0.00,42.0,0.33,1.17,https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,2321ea6e,Big 5 combined
1408,Robin Le Normand,ESP,DF,Real Sociedad,es La Liga,27-171,1996,24.4,64.0,62.3,1.68,1.15,0.00,0.37,0.04,0.00,0.00,0.00,0.00,0.00,56.6,0.08,0.33,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,9a64e67e,Big 5 combined
1409,Nicola Leali,ITA,GK,Genoa,it Serie A,31-073,1993,1.0,45.0,40.0,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.0,0.00,0.00,https://fbref.com/en/players/5f9970a0/Nicola-Leali,5f9970a0,Big 5 combined
1410,Rafael Leão,POR,FW,Milan,it Serie A,24-325,1999,25.7,36.3,34.7,1.40,0.19,0.23,0.23,3.81,0.86,0.27,0.00,0.00,0.00,26.7,0.19,1.01,https://fbref.com/en/players/20730eae/Rafael-Leao,20730eae,Big 5 combined
1411,Adrien Lebeau,FRA,"MF,FW",Brest,fr Ligue 1,24-297,1999,0.5,48.0,44.0,4.00,0.00,0.00,0.00,4.00,0.00,4.00,2.00,2.00,0.00,30.0,0.00,6.00,https://fbref.com/en/players/ca122e29/Adrien-Lebeau,ca122e29,Big 5 combined
1412,Benjamin Lecomte,FRA,GK,Montpellier,fr Ligue 1,33-004,1991,30.0,33.5,22.3,11.1,3.73,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,22.3,0.13,0.03,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,2fa2a875,Big 5 combined
1413,Jeremías Ledesma,ARG,GK,Cádiz,es La Liga,31-077,1993,29.9,35.5,22.3,13.1,4.92,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,20.6,0.13,0.17,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma,6c4776b1,Big 5 combined
1414,Pierre Lees-Melou,FRA,MF,Brest,fr Ligue 1,30-341,1993,27.7,59.4,57.4,1.95,1.73,0.22,1.16,1.12,0.18,0.04,0.00,0.00,0.00,50.6,0.04,0.94,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou,f5044e54,Big 5 combined
1415,Diogo Leite,POR,DF,Union Berlin,de Bundesliga,25-098,1999,27.3,54.0,50.4,3.15,1.79,0.04,0.15,0.15,0.44,0.00,0.00,0.00,0.00,43.5,0.44,0.51,https://fbref.com/en/players/c4987edc/Diogo-Leite,c4987edc,Big 5 combined
1416,Maxim Leitsch,GER,DF,Mainz 05,de Bundesliga,25-348,1998,4.2,40.7,40.2,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.7,0.00,0.00,https://fbref.com/en/players/7e12a98d/Maxim-Leitsch,7e12a98d,Big 5 combined
1417,Florian Lejeune,FRA,DF,Rayo Vallecano,es La Liga,32-346,1991,32.0,55.8,51.0,4.41,3.19,0.03,0.97,0.22,0.09,0.03,0.03,0.00,0.00,45.3,0.38,0.28,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune,6eaed4eb,Big 5 combined
1418,Stefan Lekovic,SRB,DF,Villarreal,es La Liga,20-112,2004,0.3,46.7,46.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.0,0.00,0.00,https://fbref.com/en/players/d633fd46/Stefan-Lekovic,d633fd46,Big 5 combined
1419,Iñigo Lekue,ESP,DF,Athletic Club,es La Liga,30-362,1993,18.2,58.2,47.2,10.8,0.99,0.11,0.22,1.92,9.78,0.00,0.00,0.00,0.00,45.8,0.22,1.43,https://fbref.com/en/players/59b7d823/Inigo-Lekue,59b7d823,Big 5 combined
1420,Thomas Lemar,FRA,MF,Atlético Madrid,es La Liga,28-170,1995,1.8,46.7,45.0,1.67,0.00,0.56,0.00,3.33,0.56,1.11,1.11,0.00,0.00,39.4,0.00,0.00,https://fbref.com/en/players/4dbd0916/Thomas-Lemar,4dbd0916,Big 5 combined
1421,Mario Lemina,GAB,MF,Wolves,eng Premier League,30-242,1993,30.5,43.5,42.4,0.89,0.59,0.23,0.33,0.46,0.26,0.00,0.00,0.00,0.00,37.3,0.23,0.26,https://fbref.com/en/players/2b471f99/Mario-Lemina,2b471f99,Big 5 combined
1422,Álvaro Lemos,ESP,DF,Las Palmas,es La Liga,31-031,1993,2.2,67.3,54.1,13.2,0.91,0.00,0.45,2.27,12.3,0.00,0.00,0.00,0.00,54.1,0.00,2.27,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos,31d45cc8,Big 5 combined
1423,Clément Lenglet,FRA,DF,Aston Villa,eng Premier League,28-318,1995,11.8,71.9,67.8,4.15,2.97,0.00,0.68,0.25,0.25,0.00,0.00,0.00,0.00,64.3,0.00,0.17,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet,4f28a6ff,Big 5 combined
1424,Bernd Leno,GER,GK,Fulham,eng Premier League,32-057,1992,35.0,41.4,33.7,7.60,2.46,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,32.7,0.11,0.00,https://fbref.com/en/players/2628fd2b/Bernd-Leno,2628fd2b,Big 5 combined
1425,Christopher Lenz,GER,"DF,MF",RB Leipzig,de Bundesliga,29-221,1994,0.4,100.0,77.5,22.5,5.00,0.00,0.00,5.00,15.0,2.50,0.00,0.00,0.00,85.0,0.00,2.50,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1426,Christopher Lenz,GER,DF,Eint Frankfurt,de Bundesliga,29-221,1994,0.1,90.0,60.0,30.0,20.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,50.0,0.00,0.00,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1427,Johann Lepenant,FRA,MF,Lyon,fr Ligue 1,21-191,2002,2.8,66.4,63.9,2.14,1.79,0.36,0.00,0.71,0.36,0.00,0.00,0.00,0.00,58.9,0.36,1.43,https://fbref.com/en/players/1e52971c/Johann-Lepenant,1e52971c,Big 5 combined
1428,Jefferson Lerma,COL,"MF,DF",Crystal Palace,eng Premier League,29-188,1994,26.5,46.4,44.9,1.32,1.09,0.30,0.45,0.53,0.23,0.00,0.00,0.00,0.00,37.7,0.19,0.75,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,9b5ce51a,Big 5 combined
1429,Léo Leroy,FRA,MF,Montpellier,fr Ligue 1,24-076,2000,4.1,35.6,35.4,0.00,0.00,0.00,0.49,0.24,0.00,0.00,0.00,0.00,0.00,25.1,0.24,1.22,https://fbref.com/en/players/fcc84a07/Leo-Leroy,fcc84a07,Big 5 combined
1430,Robert Lewandowski,POL,FW,Barcelona,es La Liga,35-253,1988,25.6,19.3,18.5,0.55,0.08,0.31,0.12,0.63,0.04,0.00,0.00,0.00,0.00,13.4,0.20,0.70,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,8d78e732,Big 5 combined
1431,Jamie Leweling,GER,"FW,MF",Stuttgart,de Bundesliga,23-064,2001,14.7,33.5,32.6,0.88,0.07,0.14,0.14,2.79,0.68,0.07,0.00,0.00,0.00,25.8,0.00,1.36,https://fbref.com/en/players/13fe7b69/Jamie-Leweling,13fe7b69,Big 5 combined
1432,Rico Lewis,ENG,"DF,MF",Manchester City,eng Premier League,19-161,2004,8.9,63.3,58.4,4.83,1.01,0.11,0.00,0.11,3.82,0.00,0.00,0.00,0.00,57.8,0.00,1.24,https://fbref.com/en/players/b57e066e/Rico-Lewis,b57e066e,Big 5 combined
1433,Keane Lewis-Potter,ENG,"FW,DF",Brentford,eng Premier League,23-068,2001,14.6,25.9,25.2,0.62,0.14,0.14,0.27,3.29,0.41,0.00,0.00,0.00,0.00,18.1,0.07,0.41,https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,41f08ac8,Big 5 combined
1434,Philipp Lienhart,AUT,DF,Freiburg,de Bundesliga,27-294,1996,14.1,69.6,64.8,4.61,2.20,0.14,0.57,0.28,1.21,0.00,0.00,0.00,0.00,57.7,0.21,0.43,https://fbref.com/en/players/302527b2/Philipp-Lienhart,302527b2,Big 5 combined
1435,Matthijs de Ligt,NED,DF,Bayern Munich,de Bundesliga,24-262,1999,14.3,77.4,75.9,1.40,1.19,0.00,0.21,0.14,0.07,0.00,0.00,0.00,0.00,72.7,0.07,0.14,https://fbref.com/en/players/d6e53a3a/Matthijs-de-Ligt,d6e53a3a,Big 5 combined
1436,Victor Lindelöf,SWE,DF,Manchester Utd,eng Premier League,29-288,1994,14.8,62.6,57.7,4.93,0.54,0.14,0.34,0.07,3.38,0.00,0.00,0.00,0.00,55.8,0.00,0.47,https://fbref.com/en/players/f5deef4c/Victor-Lindelof,f5deef4c,Big 5 combined
1437,Jesper Lindstrøm,DEN,"FW,MF",Napoli,it Serie A,24-061,2000,3.8,48.4,46.3,2.11,0.26,0.26,0.00,1.58,1.32,0.53,0.26,0.26,0.00,40.3,0.00,1.84,https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,37dc1a48,Big 5 combined
1438,Jesper Lindstrøm,DEN,FW,Eint Frankfurt,de Bundesliga,24-061,2000,0.9,35.6,34.4,1.11,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,26.7,0.00,0.00,https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,37dc1a48,Big 5 combined
1439,Karol Linetty,POL,MF,Torino,it Serie A,29-088,1995,17.6,43.8,42.2,1.42,1.08,0.00,0.40,0.91,0.11,0.23,0.06,0.17,0.00,37.3,0.23,0.40,https://fbref.com/en/players/d023d70f/Karol-Linetty,d023d70f,Big 5 combined
1440,Samuel Lino,BRA,"DF,MF",Atlético Madrid,es La Liga,24-129,1999,19.4,44.5,41.9,2.37,0.21,0.21,0.31,1.86,2.06,0.10,0.00,0.00,0.00,35.7,0.26,1.55,https://fbref.com/en/players/2a295d33/Samuel-Lino,2a295d33,Big 5 combined
1441,Luca Lipani,ITA,MF,Sassuolo,it Serie A,18-348,2005,2.5,43.2,42.0,1.20,1.20,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,34.8,0.00,0.40,https://fbref.com/en/players/1dc5a029/Luca-Lipani,1dc5a029,Big 5 combined
1442,Pol Lirola,ESP,DF,Frosinone,it Serie A,26-261,1997,13.4,45.2,38.5,6.57,0.82,0.07,0.15,1.64,5.75,0.00,0.00,0.00,0.00,34.3,0.15,1.34,https://fbref.com/en/players/ff800ed8/Pol-Lirola,ff800ed8,Big 5 combined
1443,Marcin Listkowski,POL,FW,Lecce,it Serie A,26-080,1998,0.1,30.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,https://fbref.com/en/players/a3695ac2/Marcin-Listkowski,a3695ac2,Big 5 combined
1444,Valentino Livramento,ENG,DF,Newcastle Utd,eng Premier League,21-170,2002,12.6,52.7,45.4,7.30,0.32,0.00,0.08,1.83,6.98,0.00,0.00,0.00,0.00,45.5,0.00,0.87,https://fbref.com/en/players/afed6722/Valentino-Livramento,afed6722,Big 5 combined
1445,Dejan Ljubicic,AUT,"MF,FW",Köln,de Bundesliga,26-205,1997,21.8,36.1,35.6,0.37,0.09,0.23,0.23,1.42,0.23,0.00,0.00,0.00,0.00,28.6,0.09,0.96,https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic,c455a2b2,Big 5 combined
1446,Javier Llabrés,ESP,"MF,FW",Mallorca,es La Liga,21-232,2002,1.9,35.8,33.2,2.63,0.00,0.00,0.00,7.89,0.53,2.11,0.53,1.58,0.00,23.7,0.00,1.05,https://fbref.com/en/players/38b0cf42/Javier-Llabres,38b0cf42,Big 5 combined
1447,Diego Llorente,ESP,DF,Roma,it Serie A,30-258,1993,22.1,68.8,66.7,2.04,1.13,0.05,0.14,0.23,0.32,0.00,0.00,0.00,0.00,62.8,0.05,0.41,https://fbref.com/en/players/bba30585/Diego-Llorente,bba30585,Big 5 combined
1448,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,es La Liga,29-091,1995,23.5,42.2,39.4,2.60,0.04,0.04,0.13,2.51,2.55,0.00,0.00,0.00,0.00,33.6,0.17,1.66,https://fbref.com/en/players/02c15616/Marcos-Llorente,02c15616,Big 5 combined
1449,Gautier Lloris,FRA,DF,Le Havre,fr Ligue 1,28-287,1995,27.9,46.6,45.6,0.97,0.65,0.07,0.07,0.11,0.29,0.00,0.00,0.00,0.00,39.7,0.07,0.47,https://fbref.com/en/players/ac89503b/Gautier-Lloris,ac89503b,Big 5 combined
1450,Abou Lô,SEN,"DF,MF",Metz,fr Ligue 1,24-119,2000,1.9,37.9,37.4,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.7,0.00,0.00,https://fbref.com/en/players/10e51236/Abou-Lo,10e51236,Big 5 combined
1451,Giovani Lo Celso,ARG,MF,Tottenham,eng Premier League,28-021,1996,5.3,84.5,78.7,4.91,3.58,0.38,0.00,1.70,0.38,0.94,0.57,0.00,0.00,75.3,0.94,1.32,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso,d7553721,Big 5 combined
1452,Stanislav Lobotka,SVK,MF,Napoli,it Serie A,29-157,1994,32.5,62.3,60.6,1.57,0.95,0.06,0.43,0.09,0.03,0.00,0.00,0.00,0.00,57.0,0.12,0.40,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,e1cbb531,Big 5 combined
1453,Manuel Locatelli,ITA,MF,Juventus,it Serie A,26-113,1998,30.4,59.8,56.3,3.29,3.06,0.16,0.99,0.30,0.23,0.00,0.00,0.00,0.00,51.1,0.23,0.46,https://fbref.com/en/players/a8a874f1/Manuel-Locatelli,a8a874f1,Big 5 combined
1454,Bradley Locko,FRA,DF,Brest,fr Ligue 1,21-360,2002,30.9,55.3,45.5,9.71,1.29,0.03,0.55,2.59,8.41,0.00,0.00,0.00,0.00,46.2,0.10,0.91,https://fbref.com/en/players/40221fa7/Bradley-Locko,40221fa7,Big 5 combined
1455,Tom Lockyer,WAL,DF,Luton Town,eng Premier League,29-149,1994,13.0,32.5,30.8,1.54,1.31,0.08,0.38,0.08,0.15,0.00,0.00,0.00,0.00,23.2,0.08,0.54,https://fbref.com/en/players/37118440/Tom-Lockyer,37118440,Big 5 combined
1456,Renan Lodi,BRA,DF,Marseille,fr Ligue 1,26-022,1998,13.7,54.6,44.0,10.3,2.34,0.00,0.15,5.11,6.86,1.09,0.07,1.02,0.00,42.3,0.29,1.31,https://fbref.com/en/players/ed9f7cfe/Renan-Lodi,ed9f7cfe,Big 5 combined
1457,Ruben Loftus-Cheek,ENG,MF,Milan,it Serie A,28-098,1996,23.0,31.9,31.5,0.30,0.04,0.04,0.04,0.57,0.04,0.00,0.00,0.00,0.00,26.9,0.09,0.35,https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek,e97fd090,Big 5 combined
1458,Andy Logbo,FRA,FW,Le Havre,fr Ligue 1,19-360,2004,2.8,14.3,13.6,0.71,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,11.1,0.00,0.00,https://fbref.com/en/players/daa11a4f/Andy-Logbo,daa11a4f,Big 5 combined
1459,Enzo Loiodice,FRA,MF,Las Palmas,es La Liga,23-155,2000,17.2,57.6,55.7,1.63,0.52,0.29,0.35,1.28,0.12,0.76,0.41,0.23,0.00,47.6,0.23,1.57,https://fbref.com/en/players/6bca20fe/Enzo-Loiodice,6bca20fe,Big 5 combined
1460,Sean Longstaff,ENG,MF,Newcastle Utd,eng Premier League,26-183,1997,27.1,41.6,39.9,1.59,0.63,0.30,0.26,0.81,0.18,0.07,0.00,0.04,0.04,33.2,0.07,0.96,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,a2b105e0,Big 5 combined
1461,Ademola Lookman,NGA,"FW,MF",Atalanta,it Serie A,26-193,1997,18.1,39.1,35.5,3.59,0.28,0.22,0.17,3.31,0.28,2.54,0.99,0.94,0.00,29.9,0.00,1.33,https://fbref.com/en/players/7c104bb7/Ademola-Lookman,7c104bb7,Big 5 combined
1462,Noah Loosli,SUI,DF,Bochum,de Bundesliga,27-098,1997,3.8,33.4,31.6,1.58,0.26,0.00,0.00,0.53,1.32,0.00,0.00,0.00,0.00,21.3,0.26,1.05,https://fbref.com/en/players/5dbfd101/Noah-Loosli,5dbfd101,Big 5 combined
1463,Anthony Lopes,POR,GK,Lyon,fr Ligue 1,33-212,1990,28.0,33.3,24.8,8.57,2.32,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.7,0.00,0.00,https://fbref.com/en/players/f00de885/Anthony-Lopes,f00de885,Big 5 combined
1464,David López,ESP,DF,Girona,es La Liga,34-204,1989,18.6,70.9,67.3,3.55,1.56,0.00,0.16,0.00,0.05,0.00,0.00,0.00,0.00,65.3,0.05,0.16,https://fbref.com/en/players/f03f284b/David-Lopez,f03f284b,Big 5 combined
1465,Diego López,ESP,"MF,FW",Valencia,es La Liga,21-353,2002,24.0,27.9,26.8,1.04,0.08,0.17,0.13,2.17,0.67,0.00,0.00,0.00,0.00,18.0,0.04,1.58,https://fbref.com/en/players/c487901c/Diego-Lopez,c487901c,Big 5 combined
1466,Fermin López,ESP,"MF,FW",Barcelona,es La Liga,20-355,2003,11.8,38.9,37.8,0.68,0.08,0.25,0.51,0.68,0.08,0.00,0.00,0.00,0.00,31.7,0.42,1.36,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez,c1fe5f0b,Big 5 combined
1467,Javi López,ESP,DF,Alavés,es La Liga,22-120,2002,22.8,43.9,33.6,10.0,0.57,0.09,0.53,4.25,9.47,0.00,0.00,0.00,0.00,30.0,0.22,1.89,https://fbref.com/en/players/e9ada8cf/Javi-Lopez,e9ada8cf,Big 5 combined
1468,Maxime Lopez,FRA,MF,Fiorentina,it Serie A,26-148,1997,7.1,77.9,74.5,3.38,1.83,0.00,0.28,1.97,0.14,1.27,0.00,1.13,0.00,68.9,0.00,0.56,https://fbref.com/en/players/20094685/Maxime-Lopez,20094685,Big 5 combined
1469,Maxime Lopez,FRA,MF,Sassuolo,it Serie A,26-148,1997,1.6,85.0,83.8,1.25,1.25,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,77.5,0.00,0.63,https://fbref.com/en/players/20094685/Maxime-Lopez,20094685,Big 5 combined
1470,Pau López,ESP,GK,Marseille,fr Ligue 1,29-139,1994,29.7,36.3,29.2,7.07,2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.1,0.07,0.03,https://fbref.com/en/players/20b9f052/Pau-Lopez,20b9f052,Big 5 combined
1471,Unai López,ESP,MF,Rayo Vallecano,es La Liga,28-183,1995,21.1,60.9,55.7,4.55,2.23,0.05,0.71,2.94,0.47,1.71,1.04,0.14,0.05,49.4,0.62,0.85,https://fbref.com/en/players/88050721/Unai-Lopez,88050721,Big 5 combined
1472,Dion Lopy,SEN,MF,Almería,es La Liga,22-088,2002,21.3,41.4,40.1,1.17,0.85,0.09,0.70,0.33,0.33,0.00,0.00,0.00,0.00,35.0,0.09,0.52,https://fbref.com/en/players/64c14d49/Dion-Lopy,64c14d49,Big 5 combined
1473,Anthony Losilla,FRA,MF,Bochum,de Bundesliga,38-051,1986,27.1,31.3,30.8,0.41,0.11,0.07,0.11,0.22,0.07,0.00,0.00,0.00,0.00,22.5,0.07,0.74,https://fbref.com/en/players/07c7eb0c/Anthony-Losilla,07c7eb0c,Big 5 combined
