Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
1254,Gedeon Kalulu,COD,DF,Lorient,fr Ligue 1,26-245,1997,10.3,1.17,1.17,1.17,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dd211559/Gedeon-Kalulu,dd211559,Big 5 combined
1255,Pierre Kalulu,FRA,DF,Milan,it Serie A,23-330,2000,2.0,0.50,0.49,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/85f7d1be/Pierre-Kalulu,85f7d1be,Big 5 combined
1256,Daichi Kamada,JPN,MF,Lazio,it Serie A,27-269,1996,13.7,2.55,2.55,1.75,0.00,0.29,0.15,0.22,0.15,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/15b287da/Daichi-Kamada,15b287da,Big 5 combined
1257,Waren Kamanzi,NOR,"DF,FW",Toulouse,fr Ligue 1,23-171,2000,12.3,1.63,1.62,1.30,0.16,0.00,0.08,0.00,0.08,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a426a912/Waren-Kamanzi,a426a912,Big 5 combined
1258,Boubacar Kamara,FRA,MF,Aston Villa,eng Premier League,24-159,1999,18.4,2.07,2.07,1.79,0.00,0.00,0.11,0.05,0.11,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cc77354e/Boubacar-Kamara,cc77354e,Big 5 combined
1259,Hassane Kamara,CIV,DF,Udinese,it Serie A,30-056,1994,20.9,2.20,2.21,1.77,0.10,0.10,0.10,0.05,0.10,0.19,0.19,0.14,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/19a12bed/Hassane-Kamara,19a12bed,Big 5 combined
1260,Willy Kambwala,FRA,DF,Manchester Utd,eng Premier League,19-249,2004,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6a7353d7/Willy-Kambwala,6a7353d7,Big 5 combined
1261,Jakub Kamiński,POL,"FW,MF",Wolfsburg,de Bundesliga,21-330,2002,3.5,1.14,1.16,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/202b3b68/Jakub-Kaminski,202b3b68,Big 5 combined
1262,Thomas Kaminski,BEL,GK,Luton Town,eng Premier League,31-190,1992,35.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1caa93a5/Thomas-Kaminski,1caa93a5,Big 5 combined
1263,Kevin Kampl,SVN,MF,RB Leipzig,de Bundesliga,33-204,1990,14.7,2.24,2.24,1.97,0.00,0.07,0.07,0.07,0.07,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b825a650/Kevin-Kampl,b825a650,Big 5 combined
1264,Harry Kane,ENG,FW,Bayern Munich,de Bundesliga,30-277,1993,30.5,2.59,2.59,1.70,0.07,0.16,0.43,0.23,0.00,0.36,0.36,0.26,0.03,0.00,0.07,0.00,0.00,https://fbref.com/en/players/21a66f6a/Harry-Kane,21a66f6a,Big 5 combined
1265,Lee Kang-in,KOR,"MF,FW",Paris S-G,fr Ligue 1,23-071,2001,13.8,4.20,4.20,2.97,0.80,0.22,0.22,0.00,0.00,0.58,0.58,0.51,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/8455ad90/Lee-Kang-in,8455ad90,Big 5 combined
1266,Yann Karamoh,FRA,"MF,FW",Torino,it Serie A,25-297,1998,1.8,2.22,2.24,1.11,0.00,0.56,0.00,0.56,0.00,1.11,1.12,0.56,0.00,0.00,0.00,0.56,0.00,https://fbref.com/en/players/8b66d9cc/Yann-Karamoh,8b66d9cc,Big 5 combined
1267,Yann Karamoh,FRA,"FW,MF",Montpellier,fr Ligue 1,25-297,1998,1.7,2.94,2.92,1.76,0.00,0.00,0.59,0.59,0.00,0.59,0.58,0.00,0.00,0.00,0.59,0.00,0.00,https://fbref.com/en/players/8b66d9cc/Yann-Karamoh,8b66d9cc,Big 5 combined
1268,Atakan Karazor,GER,MF,Stuttgart,de Bundesliga,27-200,1996,27.4,1.82,1.82,1.61,0.00,0.00,0.04,0.04,0.15,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5762be5c/Atakan-Karazor,5762be5c,Big 5 combined
1269,Ayman Kari,FRA,MF,Lorient,fr Ligue 1,19-163,2004,9.9,3.33,3.32,2.93,0.00,0.10,0.10,0.20,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0e8d7b6c/Ayman-Kari,0e8d7b6c,Big 5 combined
1270,Emir Karic,AUT,DF,Darmstadt 98,de Bundesliga,26-326,1997,17.0,2.59,2.59,2.24,0.06,0.18,0.00,0.00,0.12,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7bbb0ac4/Emir-Karic,7bbb0ac4,Big 5 combined
1271,Loris Karius,GER,GK,Newcastle Utd,eng Premier League,30-313,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/32e7ce92/Loris-Karius,32e7ce92,Big 5 combined
1272,Jesper Karlsson,SWE,FW,Bologna,it Serie A,25-280,1998,3.6,2.78,2.79,1.94,0.56,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7952d0c2/Jesper-Karlsson,7952d0c2,Big 5 combined
1273,Jon Karrikaburu,ESP,"MF,FW",Alavés,es La Liga,21-224,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/211589b8/Jon-Karrikaburu,211589b8,Big 5 combined
1274,Rick Karsdorp,NED,DF,Roma,it Serie A,29-079,1995,13.2,1.67,1.66,1.52,0.08,0.00,0.00,0.08,0.00,0.23,0.23,0.15,0.00,0.00,0.00,0.08,0.00,https://fbref.com/en/players/9f84febe/Rick-Karsdorp,9f84febe,Big 5 combined
1275,Grigoris Kastanos,CYP,"MF,DF",Salernitana,it Serie A,26-091,1998,14.7,3.67,3.68,2.24,0.95,0.07,0.14,0.27,0.00,0.41,0.41,0.14,0.14,0.00,0.07,0.07,0.00,https://fbref.com/en/players/2a82aa85/Grigoris-Kastanos,2a82aa85,Big 5 combined
1276,Silas Katompa,COD,"FW,MF",Stuttgart,de Bundesliga,25-207,1998,9.3,3.98,3.99,2.47,0.00,0.86,0.22,0.43,0.00,0.43,0.43,0.11,0.00,0.11,0.11,0.11,0.00,https://fbref.com/en/players/de4cac2d/Silas-Katompa,de4cac2d,Big 5 combined
1277,Panos Katseris,GRE,DF,Lorient,fr Ligue 1,22-300,2001,9.1,1.76,1.76,1.21,0.00,0.11,0.22,0.11,0.11,0.22,0.22,0.11,0.00,0.00,0.11,0.00,0.00,https://fbref.com/en/players/c1597cf7/Panos-Katseris,c1597cf7,Big 5 combined
1278,Mikkel Kaufmann,DEN,FW,Union Berlin,de Bundesliga,23-118,2001,5.4,2.22,2.22,1.67,0.00,0.37,0.19,0.00,0.00,0.19,0.18,0.00,0.00,0.19,0.00,0.00,0.00,https://fbref.com/en/players/6e269dd3/Mikkel-Kaufmann,6e269dd3,Big 5 combined
1279,Michael Kayode,ITA,DF,Fiorentina,it Serie A,19-295,2004,21.0,1.57,1.57,1.24,0.29,0.00,0.00,0.00,0.05,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e19660a8/Michael-Kayode,e19660a8,Big 5 combined
1280,Moise Kean,ITA,FW,Juventus,it Serie A,24-062,2000,6.6,1.97,1.97,1.06,0.00,0.61,0.15,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.15,0.00,0.00,https://fbref.com/en/players/3d50bcdb/Moise-Kean,3d50bcdb,Big 5 combined
1281,Michael Keane,ENG,DF,Everton,eng Premier League,31-110,1993,4.9,0.82,0.82,0.61,0.00,0.00,0.20,0.00,0.00,0.20,0.21,0.00,0.00,0.00,0.20,0.00,0.00,https://fbref.com/en/players/c5b7c315/Michael-Keane,c5b7c315,Big 5 combined
1282,Ibrahima Kebe,MLI,MF,Girona,es La Liga,23-272,2000,0.1,10.0,10.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/047759a0/Ibrahima-Kebe,047759a0,Big 5 combined
1283,Kévin Keben Biakolo,CMR,DF,Toulouse,fr Ligue 1,20-095,2004,4.2,0.95,0.96,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c43a8336/Kevin-Keben-Biakolo,c43a8336,Big 5 combined
1284,Yassine Kechta,MAR,MF,Le Havre,fr Ligue 1,22-065,2002,18.9,2.38,2.39,1.96,0.11,0.00,0.11,0.21,0.00,0.11,0.11,0.05,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/abefc3af/Yassine-Kechta,abefc3af,Big 5 combined
1285,Thilo Kehrer,GER,"DF,MF",West Ham,eng Premier League,27-222,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer,51dbeea9,Big 5 combined
1286,Thilo Kehrer,GER,DF,Monaco,fr Ligue 1,27-222,1996,11.7,1.37,1.37,0.94,0.09,0.00,0.34,0.00,0.00,0.34,0.34,0.26,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer,51dbeea9,Big 5 combined
1287,Habib Keita,MLI,MF,Clermont Foot,fr Ligue 1,22-085,2002,13.6,1.91,1.91,1.62,0.00,0.07,0.15,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cc588cbe/Habib-Keita,cc588cbe,Big 5 combined
1288,Naby Keïta,GUI,"MF,DF",Werder Bremen,de Bundesliga,29-080,1995,1.2,1.67,1.64,1.67,0.00,0.00,0.00,0.00,0.00,0.83,0.82,0.83,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f25c8e3a/Naby-Keita,f25c8e3a,Big 5 combined
1289,Yannik Keitel,GER,"DF,MF",Freiburg,de Bundesliga,24-075,2000,7.2,1.11,1.11,0.97,0.00,0.00,0.14,0.00,0.00,0.28,0.28,0.14,0.00,0.00,0.14,0.00,0.00,https://fbref.com/en/players/d2c580ce/Yannik-Keitel,d2c580ce,Big 5 combined
1290,Caoimhín Kelleher,IRL,GK,Liverpool,eng Premier League,25-159,1998,10.0,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher,62d7ef38,Big 5 combined
1291,Thomas Keller,GER,"MF,FW",Heidenheim,de Bundesliga,24-269,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/285c7011/Thomas-Keller,285c7011,Big 5 combined
1292,Lloyd Kelly,ENG,DF,Bournemouth,eng Premier League,25-207,1998,16.2,1.54,1.54,1.23,0.12,0.06,0.00,0.06,0.06,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f31def1e/Lloyd-Kelly,f31def1e,Big 5 combined
1293,Omari Kellyman,ENG,FW,Aston Villa,eng Premier League,18-228,2005,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/aa888da7/Omari-Kellyman,aa888da7,Big 5 combined
1294,Aljoscha Kemlein,GER,MF,Union Berlin,de Bundesliga,19-272,2004,0.3,3.33,3.10,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4658e309/Aljoscha-Kemlein,4658e309,Big 5 combined
1295,Tobias Kempe,GER,MF,Darmstadt 98,de Bundesliga,34-308,1989,13.9,4.03,4.03,2.01,1.51,0.07,0.22,0.14,0.07,0.58,0.58,0.29,0.14,0.00,0.00,0.14,0.00,https://fbref.com/en/players/d7cdfd81/Tobias-Kempe,d7cdfd81,Big 5 combined
1296,Milos Kerkez,HUN,DF,Bournemouth,eng Premier League,20-175,2003,20.9,1.44,1.44,1.10,0.00,0.00,0.19,0.10,0.05,0.19,0.19,0.10,0.00,0.00,0.00,0.05,0.05,https://fbref.com/en/players/0ad53bdc/Milos-Kerkez,0ad53bdc,Big 5 combined
1297,Kaine Kesler-Hayden,ENG,DF,Aston Villa,eng Premier League,21-190,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/9b066938/Kaine-Kesler-Hayden,9b066938,Big 5 combined
1298,Reda Khadra,GER,"FW,MF",Reims,fr Ligue 1,22-301,2001,14.1,3.19,3.19,2.27,0.07,0.43,0.35,0.07,0.00,0.50,0.50,0.28,0.00,0.21,0.00,0.00,0.00,https://fbref.com/en/players/88acf83f/Reda-Khadra,88acf83f,Big 5 combined
1299,Wahbi Khazri,TUN,FW,Montpellier,fr Ligue 1,33-082,1991,12.2,2.13,2.13,1.23,0.08,0.33,0.16,0.33,0.00,0.16,0.16,0.08,0.00,0.00,0.08,0.00,0.00,https://fbref.com/en/players/2677a1de/Wahbi-Khazri,2677a1de,Big 5 combined
1300,Rani Khedira,GER,MF,Union Berlin,de Bundesliga,30-094,1994,13.4,0.60,0.60,0.45,0.00,0.00,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/59e4b92e/Rani-Khedira,59e4b92e,Big 5 combined
1301,Kiké,ESP,"FW,MF",Alavés,es La Liga,34-157,1989,13.8,2.61,2.61,1.67,0.00,0.36,0.22,0.36,0.00,0.43,0.43,0.22,0.00,0.14,0.00,0.07,0.00,https://fbref.com/en/players/e897d8ba/Kike,e897d8ba,Big 5 combined
1302,Luca Kilian,GER,DF,Köln,de Bundesliga,24-242,1999,7.1,0.42,0.43,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/610aa1e9/Luca-Kilian,610aa1e9,Big 5 combined
1303,Max Kilman,ENG,DF,Wolves,eng Premier League,26-343,1997,35.0,1.11,1.11,0.97,0.00,0.06,0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d0f72bf1/Max-Kilman,d0f72bf1,Big 5 combined
1304,Joshua Kimmich,GER,"MF,DF",Bayern Munich,de Bundesliga,29-082,1995,21.5,5.77,5.77,3.63,1.86,0.09,0.09,0.05,0.05,0.51,0.51,0.28,0.14,0.05,0.05,0.00,0.00,https://fbref.com/en/players/49296448/Joshua-Kimmich,49296448,Big 5 combined
1305,Jakub Kiwior,POL,DF,Arsenal,eng Premier League,24-075,2000,10.5,1.24,1.24,0.95,0.19,0.00,0.00,0.10,0.00,0.38,0.38,0.29,0.10,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,dc3e663e,Big 5 combined
1306,Simon Kjær,DEN,DF,Milan,it Serie A,35-035,1989,13.0,0.69,0.69,0.54,0.00,0.00,0.08,0.08,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8b8a56ce/Simon-Kjaer,8b8a56ce,Big 5 combined
1307,Davy Klaassen,NED,"MF,FW",Inter,it Serie A,31-069,1993,1.8,1.67,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/15fd5593/Davy-Klaassen,15fd5593,Big 5 combined
1308,Christoph Klarer,AUT,DF,Darmstadt 98,de Bundesliga,23-321,2000,23.2,0.95,0.95,0.82,0.04,0.00,0.09,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/144e8717/Christoph-Klarer,144e8717,Big 5 combined
1309,Tim Kleindienst,GER,FW,Heidenheim,de Bundesliga,28-243,1995,29.9,2.11,2.10,1.57,0.00,0.13,0.27,0.03,0.10,0.30,0.30,0.20,0.00,0.03,0.03,0.03,0.00,https://fbref.com/en/players/258a6f4d/Tim-Kleindienst,258a6f4d,Big 5 combined
1310,Lukas Klostermann,GER,DF,RB Leipzig,de Bundesliga,27-332,1996,14.1,0.99,0.99,0.92,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ca8033cb/Lukas-Klostermann,ca8033cb,Big 5 combined
1311,Justin Kluivert,NED,"MF,FW",Bournemouth,eng Premier League,24-361,1999,18.9,2.75,2.75,1.80,0.00,0.37,0.32,0.16,0.11,0.26,0.26,0.16,0.00,0.05,0.00,0.00,0.05,https://fbref.com/en/players/4c3a6744/Justin-Kluivert,4c3a6744,Big 5 combined
1312,Ansgar Knauff,GER,"MF,FW",Eint Frankfurt,de Bundesliga,22-111,2002,21.2,2.36,2.36,1.89,0.00,0.28,0.09,0.00,0.09,0.24,0.24,0.19,0.00,0.00,0.00,0.00,0.05,https://fbref.com/en/players/19a967ab/Ansgar-Knauff,19a967ab,Big 5 combined
1313,Robin Knoche,GER,DF,Union Berlin,de Bundesliga,31-344,1992,19.3,0.62,0.62,0.41,0.05,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche,6bd5cd5d,Big 5 combined
1314,Gregor Kobel,SUI,GK,Dortmund,de Bundesliga,26-146,1997,24.3,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cd59b9df/Gregor-Kobel,cd59b9df,Big 5 combined
1315,Robin Koch,GER,DF,Eint Frankfurt,de Bundesliga,27-288,1996,27.4,0.51,0.51,0.44,0.00,0.00,0.07,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ea6bc03a/Robin-Koch,ea6bc03a,Big 5 combined
1316,Philipp Köhn,SUI,GK,Monaco,fr Ligue 1,26-028,1998,22.0,0.14,0.14,0.09,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ff74841d/Philipp-Kohn,ff74841d,Big 5 combined
1317,Dominik Kohr,GER,"DF,MF",Mainz 05,de Bundesliga,30-090,1994,21.3,1.27,1.27,0.99,0.00,0.09,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0fbecd11/Dominik-Kohr,0fbecd11,Big 5 combined
1318,Koke,ESP,MF,Atlético Madrid,es La Liga,32-113,1992,22.9,2.05,2.05,1.97,0.04,0.00,0.04,0.00,0.00,0.44,0.44,0.44,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/55126f3b/Koke,55126f3b,Big 5 combined
1319,Sead Kolašinac,BIH,DF,Atalanta,it Serie A,30-315,1993,24.2,0.99,0.99,0.74,0.00,0.12,0.08,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3935e52e/Sead-Kolasinac,3935e52e,Big 5 combined
1320,Luca Koleosho,ITA,"MF,FW",Burnley,eng Premier League,19-228,2004,10.8,2.59,2.59,1.11,0.00,1.02,0.19,0.28,0.00,0.56,0.56,0.19,0.00,0.28,0.00,0.09,0.00,https://fbref.com/en/players/fc076f78/Luca-Koleosho,fc076f78,Big 5 combined
1321,Randal Kolo Muani,FRA,"FW,MF",Paris S-G,fr Ligue 1,25-147,1998,13.8,3.48,3.49,2.75,0.00,0.14,0.22,0.36,0.00,0.58,0.58,0.51,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,c0b3669f,Big 5 combined
1322,Randal Kolo Muani,FRA,FW,Eint Frankfurt,de Bundesliga,25-147,1998,1.7,0.59,0.59,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,c0b3669f,Big 5 combined
1323,Mert Kömür,GER,"MF,DF",Augsburg,de Bundesliga,18-288,2005,0.3,3.33,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ec68a918/Mert-Komur,ec68a918,Big 5 combined
1324,Ibrahima Konaté,FRA,DF,Liverpool,eng Premier League,24-341,1999,17.5,1.37,1.37,1.37,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate,5ed9b537,Big 5 combined
1325,Geoffrey Kondogbia,CTA,MF,Marseille,fr Ligue 1,31-075,1993,14.9,1.61,1.61,1.34,0.00,0.00,0.07,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cce181df/Geoffrey-Kondogbia,cce181df,Big 5 combined
1326,Amadou Koné,MLI,MF,Reims,fr Ligue 1,18-352,2005,3.3,1.82,1.80,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2eb1ec07/Amadou-Kone,2eb1ec07,Big 5 combined
1327,Ibrahima Koné,MLI,FW,Almería,es La Liga,24-319,1999,2.9,1.72,1.70,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone,04bb2b06,Big 5 combined
1328,Ibrahima Koné,MLI,FW,Lorient,fr Ligue 1,24-319,1999,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone,04bb2b06,Big 5 combined
1329,Kouadio Koné,FRA,MF,M'Gladbach,de Bundesliga,22-349,2001,14.7,3.33,3.34,2.45,0.00,0.34,0.34,0.20,0.00,0.20,0.20,0.00,0.00,0.00,0.14,0.07,0.00,https://fbref.com/en/players/86574238/Kouadio-Kone,86574238,Big 5 combined
1330,Ezri Konsa,ENG,DF,Aston Villa,eng Premier League,26-190,1997,31.1,1.03,1.03,0.74,0.03,0.06,0.06,0.10,0.03,0.19,0.19,0.10,0.03,0.00,0.00,0.03,0.03,https://fbref.com/en/players/0313a347/Ezri-Konsa,0313a347,Big 5 combined
1331,Teun Koopmeiners,NED,MF,Atalanta,it Serie A,26-062,1998,25.7,3.93,3.93,2.92,0.70,0.23,0.04,0.04,0.00,0.35,0.35,0.31,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners,a26fb8aa,Big 5 combined
1332,Odilon Kossonou,CIV,DF,Leverkusen,de Bundesliga,23-117,2001,17.4,1.55,1.55,1.44,0.00,0.11,0.00,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1f3afdcb/Odilon-Kossonou,1f3afdcb,Big 5 combined
1333,Filip Kostić,SRB,DF,Juventus,it Serie A,31-181,1992,19.3,3.52,3.52,2.07,1.09,0.00,0.36,0.00,0.00,0.26,0.26,0.10,0.10,0.00,0.05,0.00,0.00,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,b1cd37e6,Big 5 combined
1334,Christian Kouamé,CIV,FW,Fiorentina,it Serie A,26-146,1997,10.4,3.27,3.26,2.69,0.00,0.00,0.19,0.38,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/58e933d2/Christian-Kouame,58e933d2,Big 5 combined
1335,Rominigue Kouamé,MLI,MF,Cádiz,es La Liga,27-135,1996,9.1,1.54,1.54,1.32,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/86a2ba20/Rominigue-Kouame,86a2ba20,Big 5 combined
1336,Koffi Kouao,CIV,DF,Metz,fr Ligue 1,25-346,1998,9.5,1.37,1.36,0.84,0.21,0.00,0.11,0.11,0.11,0.21,0.21,0.11,0.00,0.00,0.11,0.00,0.00,https://fbref.com/en/players/32100829/Koffi-Kouao,32100829,Big 5 combined
1337,Therence Koudou,FRA,DF,Reims,fr Ligue 1,19-139,2004,3.5,4.00,4.00,3.14,0.29,0.29,0.00,0.29,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/059a83b8/Therence-Koudou,059a83b8,Big 5 combined
1338,Jules Koundé,FRA,DF,Barcelona,es La Liga,25-170,1998,26.2,1.83,1.83,1.56,0.08,0.00,0.15,0.04,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4d1666ff/Jules-Kounde,4d1666ff,Big 5 combined
1339,Boubakar Kouyaté,MLI,DF,Montpellier,fr Ligue 1,27-015,1997,20.4,0.54,0.54,0.29,0.00,0.00,0.20,0.05,0.00,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/562a4799/Boubakar-Kouyate,562a4799,Big 5 combined
1340,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,eng Premier League,34-131,1989,2.3,3.48,3.44,2.17,0.00,0.00,0.87,0.00,0.43,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8d3c902d/Cheikhou-Kouyate,8d3c902d,Big 5 combined
1341,Mateo Kovačić,CRO,MF,Manchester City,eng Premier League,29-360,1994,14.3,3.36,3.35,2.87,0.00,0.14,0.28,0.07,0.00,0.35,0.35,0.28,0.00,0.00,0.07,0.00,0.00,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,79c0821a,Big 5 combined
1342,Viktor Kovalenko,UKR,MF,Empoli,it Serie A,28-076,1996,6.8,2.35,2.35,1.47,0.44,0.00,0.00,0.44,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9d60028d/Viktor-Kovalenko,9d60028d,Big 5 combined
1343,Matej Kovar,CZE,GK,Leverkusen,de Bundesliga,23-349,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,bc67a0e1,Big 5 combined
